text	normalized	phones	ipa	style	source	status	reviewer	notes_or_phones_google
ठिमीस्थित	ठिमीस्थित	txh i . m i . s th i t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth i . m i . s th i t
ठिस	ठिस	txh i s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth i s
ठीक	ठीक	txh i k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth i k
ठुटा	ठुटा	txh u . tx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . tt aa
ठुटे	ठुटे	txh u . tx e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . tt e
ठुटो	ठुटो	txh u . tx o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . tt o
ठुलठुला	ठुलठुला	txh u l . txh u . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u l . tth u . l aa
ठुलठुलो	ठुलठुलो	txh u l . txh u . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u l . tth u . l o
ठुला	ठुला	txh u . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa
ठुलाछाप	ठुलाछाप	txh u . l aa . tsh aa p		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa . tsh aa p
ठुलाठुला	ठुलाठुला	txh u . l aa . txh u . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa . tth u . l aa
ठुलाबडा	ठुलाबडा	txh u . l aa . b ax . dx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa . b ax . dd aa
ठुले	ठुले	txh u . l e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l e
ठुलै	ठुलै	txh u . l axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l axj
ठुलो	ठुलो	txh u . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l o
ठुल्ठुला	ठुल्ठुला	txh u l . txh u . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u l . tth u . l aa
ठुल्ठुलो	ठुल्ठुलो	txh u l . txh u . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u l . tth u . l o
ठुल्दाइ	ठुल्दाइ	txh u l . d aaj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u l . d aaj
ठुस्स	ठुस्स	txh u s . s ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u s . s ax
ठूल	ठूल	txh u l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u l
ठूला	ठूला	txh u . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa
ठूलाठूला	ठूलाठूला	txh u . l aa . txh u . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa . tth u . l aa
ठूलाबडा	ठूलाबडा	txh u . l aa . b ax . dx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l aa . b ax . dd aa
ठूली	ठूली	txh u . l i		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l i
ठूलो	ठूलो	txh u . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth u . l o
ठेउला	ठेउला	txh ew . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth ew . l aa
ठेकदार	ठेकदार	txh e k . d aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e k . d aa r
ठेकारा	ठेकारा	txh e . k aa . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . k aa . r aa
ठेकुवा	ठेकुवा	txh e . k u . w aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . k u . w aa
ठेकेदार	ठेकेदार	txh e . k e . d aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . k e . d aa r
ठेक्का	ठेक्का	txh e k . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e k . k aa
ठेक्कापट्टा	ठेक्कापट्टा	txh e k . k aa . p ax tx . tx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e k . k aa . p ax tt . tt aa
ठेगान	ठेगान	txh e . g aa n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . g aa n
ठेगाना	ठेगाना	txh e . g aa . n aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . g aa . n aa
ठेचो	ठेचो	txh e . ts o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . ts o
ठेट	ठेट	txh e tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e tt
ठेट्ना	ठेट्ना	txh e t . n aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e t . n aa
ठेड	ठेड	txh e dx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e dd
ठेलमठेल	ठेलमठेल	txh e . l ax m . txh e l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l ax m . tth e l
ठेला	ठेला	txh e . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l aa
ठेलागाडा	ठेलागाडा	txh e . l aa . g aa . dx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l aa . g aa . dd aa
ठेलाठेल	ठेलाठेल	txh e . l aa . txh e l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l aa . tth e l
ठेले	ठेले	txh e . l e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l e
ठेलेर	ठेलेर	txh e . l e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l e . r ax
ठेलो	ठेलो	txh e . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e . l o
ठेल्	ठेल्	txh e l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e l
ठेल्दै	ठेल्दै	txh e l . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e l . d axj
ठेल्न	ठेल्न	txh e l . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e l . n ax
ठेल्ने	ठेल्ने	txh e l . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e l . n e
ठेस	ठेस	txh e s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth e s
ठैब	ठैब	txh axj . b ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth axj . b ax
ठो	ठो	txh o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o
ठोक	ठोक	txh o k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k
ठोकर	ठोकर	txh o . k ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k ax r
ठोकर्पा	ठोकर्पा	txh o . k ax r . p aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k ax r . p aa
ठोकिँदा	ठोकिँदा	txh o . k in . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k in . d aa
ठोकिन	ठोकिन	txh o . k i . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k i . n ax
ठोकिने	ठोकिने	txh o . k i . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k i . n e
ठोकिन्छ	ठोकिन्छ	th o . k i n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=th o . k i n . tsh ax
ठोकिन्छन्	ठोकिन्छन्	txh o . k i n . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k i n . tsh ax n
ठोकियो	ठोकियो	txh o . k i . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k i . y o
ठोकुवा	ठोकुवा	txh o . k u . w aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k u . w aa
ठोके	ठोके	txh o . k e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k e
ठोकेछन्	ठोकेछन्	txh o . k e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k e . tsh ax n
ठोकेर	ठोकेर	txh o . k e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k e . r ax
ठोकेरै	ठोकेरै	txh o . k e . r axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . k e . r axj
ठोक्	ठोक्	txh o k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k
ठोक्काउने	ठोक्काउने	txh o k . k aaw . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k aaw . n e
ठोक्काए	ठोक्काए	txh o k . k aa . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k aa . e
ठोक्किँदा	ठोक्किँदा	txh o k . k in . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k in . d aa
ठोक्किँदै	ठोक्किँदै	txh o k . k in . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k in . d axj
ठोक्किदा	ठोक्किदा	txh o k . k i . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k i . d aa
ठोक्किन	ठोक्किन	txh o k . k i . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k i . n ax
ठोक्किने	ठोक्किने	txh o k . k i . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k i . n e
ठोक्किन्छ	ठोक्किन्छ	txh o k . k i n . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k i n . tsh ax
ठोक्किन्छन्	ठोक्किन्छन्	txh o k . k i n . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k i n . tsh ax n
ठोक्कियो	ठोक्कियो	txh o k . k i . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k i . y o
ठोक्छ	ठोक्छ	txh o k . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . tsh ax
ठोक्छन्	ठोक्छन्	txh o k . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . tsh ax n
ठोक्दा	ठोक्दा	txh o k . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . d aa
ठोक्दै	ठोक्दै	txh o k . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . d axj
ठोक्न	ठोक्न	txh o k . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . n ax
ठोक्ने	ठोक्ने	txh o k . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . n e
ठोक्नै	ठोक्नै	txh o k . n axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . n axj
ठोक्यो	ठोक्यो	txh o k . k y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . k y o
ठोक्सिला	ठोक्सिला	txh o k . s i . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o k . s i . l aa
ठोस	ठोस	txh o s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o s
ठोसे	ठोसे	txh o . s e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o . s e
ठोस्न	ठोस्न	txh o s . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth o s . n ax
ठ्याक्क	ठ्याक्क	txh y aa k . k ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=tth y aa k . k ax
ड	ड	dx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax
डँडेलधुरा	डँडेलधुरा	dx axn . dx e l . dh u . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd axn . dd e l . dh u . r aa
डंगोल	डंगोल	dx ax ng . g o l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ng . g o l
डक	डक	dx ax k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax k
डकवर्थ	डकवर्थ	dx ax k . w ax r th		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax k . w ax r th
डकार	डकार	dx ax . k aa r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k aa r
डकारे	डकारे	dx ax . k aa . r e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k aa . r e
डकारेर	डकारेर	dx ax . k aa . r e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k aa . r e . r ax
डकार्दै	डकार्दै	dx ax . k aa r . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k aa r . d axj
डकार्ने	डकार्ने	dx ax . k aa r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k aa r . n e
डकुमेन्ट	डकुमेन्ट	dx ax . k u . m e n tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k u . m e nn tt
डकुमेन्टेसन	डकुमेन्टेसन	dx ax . k u . m e n . tx e . s ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k u . m e n . tt e . s ax n
डकैत	डकैत	dx ax . k axj t		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k axj t
डकोटा	डकोटा	dx ax . k o . tx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . k o . tt aa
डक्टर	डक्टर	dx ax k . tx ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax k . tt ax r
डक्टरहरूले	डक्टरहरूले	dx ax k . tx ax r . h ax . r u . l e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax k . tt ax r . h ax . r u . l e
डक्टरेट	डक्टरेट	dx ax k . tx ax . r e tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax k . tt ax . r e tt
डक्टर्स	डक्टर्स	dx ax k . tx ax r s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax k . tt ax r s
डग	डग	dx ax g		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax g
डगमगाउन	डगमगाउन	dx ax g . m ax . g aaw . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax g . m ax . g aaw . n ax
डगाउन	डगाउन	dx ax . g aaw . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . g aaw . n ax
डगौरा	डगौरा	dx ax . g axw . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . g axw . r aa
डग्दैन	डग्दैन	dx ax g . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax g . d axj . n ax
डग्लस	डग्लस	dx ax g . l ax s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax g . l ax s
डग्लास्	डग्लास्	dx ax g . g l aa s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax g . g l aa s
डङ	डङ	dx ax ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ng
डङ्गुर	डङ्गुर	dx ax ng . g u r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ng . g u r
डङ्गोल	डङ्गोल	dx ax ng . g o l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ng . g o l
डच	डच	dx ax ts		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ts
डट	डट	dx ax tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax tt
डटकम	डटकम	dx ax tx . k ax m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax tt . k ax m
डटपेन	डटपेन	dx ax tx . p e n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax tt . p e n
डटर	डटर	dx ax . tx ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . tt ax r
डटेर	डटेर	dx ax . tx e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . tt e . r ax
डट्	डट्	dx ax tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax tt
डट्पेन	डट्पेन	dx ax tx . p e n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax tt . p e n
डट्स	डट्स	dx ax tx s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax tt s
डडेलधुरा	डडेलधुरा	dx ax . dx e l . dh u . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . dd e l . dh u . r aa
डडेलो	डडेलो	dx ax . dx e . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . dd e . l o
डडेल्धुरा	डडेल्धुरा	dx ax . dx e l . dh u . r aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . dd e l . dh u . r aa
डढाउँदा	डढाउँदा	dx ax . dxh aawn . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh aawn . d aa
डढाउने	डढाउने	dx ax . dxh aaw . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh aaw . n e
डढाए	डढाए	dx ax . dxh aa . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh aa . e
डढुवा	डढुवा	dx ax . dxh u . w aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh u . w aa
डढे	डढे	dx ax . dxh e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh e
डढेर	डढेर	dx ax . dxh e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh e . r ax
डढेलो	डढेलो	dx ax . dxh e . l o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ddh e . l o
डढ्ने	डढ्ने	dx ax dxh . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ddh . n e
डण्डीफोर	डण्डीफोर	dx ax n . dx i . ph o r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n . dd i . ph o r
डन	डन	dx ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n
डनवाद	डनवाद	dx ax n . b aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n . b aa d
डन्ट	डन्ट	dx ax n tx		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n tt
डन्ड	डन्ड	dx ax n . dx ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n . dd ax
डन्डा	डन्डा	dx ax n . dx aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n . dd aa
डन्डिफोर	डन्डिफोर	dx ax n . dx i . ph o r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax n . dd i . ph o r
डफ	डफ	dx ax ph		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ph
डफा	डफा	dx ax . ph aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . ph aa
डफ्फा	डफ्फा	dx ax ph . ph aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax ph . ph aa
डब	डब	dx ax b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax b
डबल	डबल	dx ax . b ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . b ax l
डबलडेक	डबलडेक	dx ax . b ax l . dx e k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . b ax l . dd e k
डबल्स	डबल्स	dx ax . b ax l s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . b ax l s
डबिङ	डबिङ	dx ax . b i ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . b i ng
डब्बा	डब्बा	dx ax b . b aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax b . b aa
डब्रोब्का	डब्रोब्का	dx ax . b r o b . k aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . b r o b . k aa
डब्लिन	डब्लिन	dx ax b . l i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax b . l i n
डभ	डभ	dx ax bh		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax bh
डम	डम	dx ax m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m
डमरुप्रसाद	डमरुप्रसाद	dx ax . m ax . r u . p r ax . s aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . m ax . r u . p r ax . s aa d
डम्प	डम्प	dx ax m p		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m p
डम्पिङ	डम्पिङ	dx ax m . p i ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . p i ng
डम्ब	डम्ब	dx ax m b		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m b
डम्बर	डम्बर	dx ax m . b ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . b ax r
डम्बरकृष्ण	डम्बरकृष्ण	dx ax m . b ax r . k r i s . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . b ax r . k r i s . nn ax
डम्बरप्रसाद	डम्बरप्रसाद	dx ax m . b ax r . p r ax . s aa d		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . b ax r . p r ax . s aa d
डम्बरबहादुर	डम्बरबहादुर	dx ax m . b ax r . b ax . h aa . d u r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . b ax r . b ax . h aa . d u r
डम्बरसिंह	डम्बरसिंह	dx ax m . b ax r . s i ng		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . b ax r . s i ng
डम्म	डम्म	dx ax m . m ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . m ax
डम्मर	डम्मर	dx ax m . m ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . m ax r
डम्मरबहादुर	डम्मरबहादुर	dx ax m . m ax r . b ax . h aa . d u r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax m . m ax r . b ax . h aa . d u r
डर	डर	dx ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r
डरत्रास	डरत्रास	dx ax r . t r aa s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . t r aa s
डरपोक	डरपोक	dx ax r . p o k		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . p o k
डरबन	डरबन	dx ax r . b ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . b ax n
डरलाग्छ	डरलाग्छ	dx ax r . l aa g . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . l aa g . tsh ax
डरलाग्दा	डरलाग्दा	dx ax r . l aa g . d aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . l aa g . d aa
डरलाग्दो	डरलाग्दो	d ax r . l aa g . d o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=d ax r . l aa g . d o
डरहम	डरहम	dx ax r . h ax m		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . h ax m
डराइ	डराइ	dx ax . r aaj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaj
डराइन	डराइन	dx ax . r aaj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaj . n ax
डराइनँ	डराइनँ	dx ax . r aaj . n axn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaj . n axn
डराइरहे	डराइरहे	dx ax . r aaj . r ax . h e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaj . r ax . h e
डराई	डराई	dx ax . r aaj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaj
डराउँछ	डराउँछ	dx ax . r aawn . tsh ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . tsh ax
डराउँछन्	डराउँछन्	dx ax . r aawn . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . tsh ax n
डराउँछिन्	डराउँछिन्	dx ax . r aawn . tsh i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . tsh i n
डराउँछौँ	डराउँछौँ	dx ax . r aawn . tsh axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . tsh axwn
डराउँथे	डराउँथे	dx ax . r aawn . th e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . th e
डराउँदिन	डराउँदिन	dx ax . r aawn . d i . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . d i . n ax
डराउँदै	डराउँदै	dx ax . r aawn . d axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . d axj
डराउँदैन	डराउँदैन	dx ax . r aawn . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . d axj . n ax
डराउँदैनन्	डराउँदैनन्	dx ax . r aawn . d axj . n ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aawn . d axj . n ax n
डराउन	डराउन	dx ax . r aaw . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaw . n ax
डराउनुपर्दैन	डराउनुपर्दैन	dx ax . r aaw . n u . p ax r . d axj . n ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaw . n u . p ax r . d axj . n ax
डराउनुपर्ने	डराउनुपर्ने	dx ax . r aaw . n u . p ax r . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaw . n u . p ax r . n e
डराउने	डराउने	dx ax . r aaw . n e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaw . n e
डराउनेवाला	डराउनेवाला	dx ax . r aaw . n e . b aa . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aaw . n e . b aa . l aa
डराए	डराए	dx ax . r aa . e		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aa . e
डराएँ	डराएँ	dx ax . r aa . en		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aa . en
डराएछन्	डराएछन्	dx ax . r aa . e . tsh ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aa . e . tsh ax n
डराएर	डराएर	dx ax . r aa . e . r ax		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aa . e . r ax
डरायो	डरायो	dx ax . r aa . y o		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aa . y o
डरायौँ	डरायौँ	dx ax . r aa . y axwn		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r aa . y axwn
डरै	डरै	dx ax . r axj		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . r axj
डर्कवर्थ	डर्कवर्थ	dx ax r k . w ax r th		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r k . w ax r th
डर्बन	डर्बन	dx ax r . b ax n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . b ax n
डर्माटाइटिस	डर्माटाइटिस	dx ax r . m aa . tx aaj . tx i s		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax r . m aa . tt aaj . tt i s
डल	डल	dx ax l		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax l
डलफिन	डलफिन	dx ax l . ph i n		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax l . ph i n
डलर	डलर	dx ax . l ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . l ax r
डलरबराबर	डलरबराबर	dx ax . l ax r . b ax . r aa . b ax r		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . l ax r . b ax . r aa . b ax r
डलरवाला	डलरवाला	dx ax . l ax r . w aa . l aa		spoken_nepali	google_ne_lr_2018	candidate		google_phones=dd ax . l ax r . w aa . l aa
